obs,F182013_sum,F182013_mean,F152006_sum,F152006_mean,F152004_sum,F152004_mean,F162007_sum,F162007_mean,F152005_sum,F152005_mean,F152002_sum,F152002_mean,F142002_sum,F142002_mean,F182011_sum,F182011_mean,F182012_sum,F182012_mean,F152007_sum,F152007_mean,F162006_sum,F162006_mean,F162009_sum,F162009_mean,F162004_sum,F162004_mean,F142001_sum,F142001_mean,F142000_sum,F142000_mean,F101992_sum,F101992_mean,F182010_sum,F182010_mean,F142003_sum,F142003_mean,F121995_sum,F121995_mean,F152001_sum,F152001_mean,F152003_sum,F152003_mean,F162005_sum,F162005_mean,F152000_sum,F152000_mean,F162008_sum,F162008_mean
7302,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,0.0,0.0,0.0,0.0,6.0,6.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,0.0,4.0,4.0,3.0,3.0,5.0,5.0,0.0,0.0,5.0,5.0
7303,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,6.0,6.0,3.0,3.0,4.0,4.0,7.0,7.0,6.0,6.0,7.0,7.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,6.0,6.0,8.0,8.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,6.0,6.0,5.0,5.0,7.0,7.0
7300,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7301,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,0.0,0.0
7306,29.0,29.0,22.0,22.0,20.0,20.0,33.0,33.0,13.0,13.0,28.0,28.0,22.0,22.0,19.0,19.0,35.0,35.0,22.0,22.0,28.0,28.0,18.0,18.0,16.0,16.0,30.0,30.0,20.0,20.0,24.0,24.0,31.0,31.0,30.0,30.0,21.0,21.0,24.0,24.0,16.0,16.0,19.0,19.0,20.0,20.0,28.0,28.0
7307,39.0,39.0,28.0,28.0,28.0,28.0,41.0,41.0,20.0,20.0,34.0,34.0,30.0,30.0,30.0,30.0,44.0,44.0,30.0,30.0,34.0,34.0,22.0,22.0,26.0,26.0,34.0,34.0,33.0,33.0,28.0,28.0,41.0,41.0,38.0,38.0,28.0,28.0,32.0,32.0,21.0,21.0,24.0,24.0,32.0,32.0,31.0,31.0
7304,10.0,10.0,8.0,8.0,6.0,6.0,10.0,10.0,5.0,5.0,12.0,12.0,4.0,4.0,5.0,5.0,12.0,12.0,12.0,12.0,12.0,12.0,6.0,6.0,6.0,6.0,7.0,7.0,8.0,8.0,9.0,9.0,13.0,13.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,8.0,8.0,8.0,8.0,11.0,11.0
7305,20.0,20.0,14.0,14.0,13.0,13.0,19.0,19.0,8.0,8.0,21.0,21.0,10.0,10.0,10.0,10.0,20.0,20.0,17.0,17.0,17.0,17.0,14.0,14.0,9.0,9.0,15.0,15.0,11.0,11.0,16.0,16.0,19.0,19.0,12.0,12.0,9.0,9.0,15.0,15.0,10.0,10.0,15.0,15.0,13.0,13.0,19.0,19.0
9285,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
9021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7308,41.0,41.0,32.0,32.0,29.0,29.0,40.0,40.0,26.0,26.0,33.0,33.0,35.0,35.0,30.0,30.0,40.0,40.0,31.0,31.0,35.0,35.0,30.0,30.0,31.0,31.0,34.0,34.0,36.0,36.0,31.0,31.0,41.0,41.0,38.0,38.0,35.0,35.0,35.0,35.0,26.0,26.0,25.0,25.0,40.0,40.0,33.0,33.0
7309,34.0,34.0,26.0,26.0,24.0,24.0,30.0,30.0,26.0,26.0,27.0,27.0,34.0,34.0,30.0,30.0,31.0,31.0,27.0,27.0,30.0,30.0,27.0,27.0,31.0,31.0,25.0,25.0,31.0,31.0,26.0,26.0,37.0,37.0,28.0,28.0,34.0,34.0,31.0,31.0,24.0,24.0,23.0,23.0,40.0,40.0,28.0,28.0
9281,0.0,0.0,2.0,2.0,2.0,2.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,4.0,4.0
9280,0.0,0.0,2.0,2.0,0.0,0.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,0.0,0.0
9283,0.0,0.0,2.0,2.0,3.0,3.0,4.0,4.0,2.0,2.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,3.0,3.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
9020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9471,0.0,0.0,4.0,4.0,4.0,4.0,5.0,5.0,6.0,6.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,3.0,3.0,0.0,0.0,0,0,6.0,6.0,0.0,0.0,3.0,3.0,0.0,0.0,0,0,0.0,0.0,7.0,7.0,5.0,5.0,6.0,6.0,3.0,3.0,7.0,7.0,0.0,0.0
