obs,F182013_sum,F182013_mean,F152006_sum,F152006_mean,F152004_sum,F152004_mean,F162007_sum,F162007_mean,F152005_sum,F152005_mean,F152002_sum,F152002_mean,F142002_sum,F142002_mean,F182011_sum,F182011_mean,F182012_sum,F182012_mean,F152007_sum,F152007_mean,F162006_sum,F162006_mean,F162009_sum,F162009_mean,F162004_sum,F162004_mean,F142001_sum,F142001_mean,F142000_sum,F142000_mean,F101992_sum,F101992_mean,F182010_sum,F182010_mean,F142003_sum,F142003_mean,F121995_sum,F121995_mean,F152001_sum,F152001_mean,F152003_sum,F152003_mean,F162005_sum,F162005_mean,F152000_sum,F152000_mean,F162008_sum,F162008_mean
8651,6.0,6.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,6.0,6.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
8650,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,7.0,7.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0
8653,10.0,10.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,11.0,11.0,6.0,6.0,7.0,7.0,13.0,13.0,8.0,8.0,10.0,10.0,6.0,6.0,6.0,6.0,7.0,7.0,6.0,6.0,8.0,8.0,11.0,11.0,9.0,9.0,6.0,6.0,9.0,9.0,6.0,6.0,9.0,9.0,7.0,7.0,12.0,12.0
8652,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,8.0,8.0,4.0,4.0,5.0,5.0,7.0,7.0,5.0,5.0,7.0,7.0,6.0,6.0,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,8.0,8.0,5.0,5.0,4.0,4.0,6.0,6.0,4.0,4.0,5.0,5.0,5.0,5.0,6.0,6.0
8655,34.0,34.0,25.0,25.0,26.0,26.0,29.0,29.0,17.0,17.0,29.0,29.0,21.0,21.0,19.0,19.0,37.0,37.0,23.0,23.0,23.0,23.0,26.0,26.0,12.0,12.0,23.0,23.0,20.0,20.0,16.0,16.0,31.0,31.0,25.0,25.0,15.0,15.0,24.0,24.0,20.0,20.0,22.0,22.0,19.0,19.0,29.0,29.0
8654,16.0,16.0,14.0,14.0,13.0,13.0,15.0,15.0,10.0,10.0,20.0,20.0,11.0,11.0,13.0,13.0,22.0,22.0,17.0,17.0,16.0,16.0,10.0,10.0,9.0,9.0,12.0,12.0,13.0,13.0,11.0,11.0,21.0,21.0,14.0,14.0,8.0,8.0,15.0,15.0,10.0,10.0,16.0,16.0,12.0,12.0,17.0,17.0
8657,50.0,50.0,33.0,33.0,33.0,33.0,40.0,40.0,31.0,31.0,35.0,35.0,42.0,42.0,39.0,39.0,49.0,49.0,28.0,28.0,35.0,35.0,33.0,33.0,36.0,36.0,34.0,34.0,33.0,33.0,36.0,36.0,48.0,48.0,47.0,47.0,33.0,33.0,33.0,33.0,30.0,30.0,30.0,30.0,32.0,32.0,35.0,35.0
8656,45.0,45.0,32.0,32.0,30.0,30.0,41.0,41.0,24.0,24.0,37.0,37.0,36.0,36.0,28.0,28.0,49.0,49.0,30.0,30.0,35.0,35.0,29.0,29.0,29.0,29.0,33.0,33.0,27.0,27.0,31.0,31.0,45.0,45.0,48.0,48.0,29.0,29.0,33.0,33.0,29.0,29.0,29.0,29.0,26.0,26.0,35.0,35.0
5753,14.0,14.0,14.0,14.0,8.0,8.0,15.0,15.0,8.0,8.0,9.0,9.0,10.0,10.0,13.0,13.0,13.0,13.0,12.0,12.0,15.0,15.0,12.0,12.0,12.0,12.0,9.0,9.0,10.0,10.0,10.0,10.0,18.0,18.0,9.0,9.0,10.0,10.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,12.0,12.0
5752,17.0,17.0,16.0,16.0,9.0,9.0,18.0,18.0,9.0,9.0,11.0,11.0,11.0,11.0,15.0,15.0,16.0,16.0,18.0,18.0,20.0,20.0,13.0,13.0,11.0,11.0,10.0,10.0,11.0,11.0,12.0,12.0,22.0,22.0,12.0,12.0,12.0,12.0,10.0,10.0,8.0,8.0,10.0,10.0,11.0,11.0,17.0,17.0
5751,17.0,17.0,17.0,17.0,10.0,10.0,21.0,21.0,10.0,10.0,12.0,12.0,10.0,10.0,15.0,15.0,18.0,18.0,19.0,19.0,20.0,20.0,14.0,14.0,11.0,11.0,11.0,11.0,10.0,10.0,13.0,13.0,23.0,23.0,11.0,11.0,10.0,10.0,11.0,11.0,8.0,8.0,10.0,10.0,10.0,10.0,17.0,17.0
5750,14.0,14.0,15.0,15.0,9.0,9.0,18.0,18.0,8.0,8.0,10.0,10.0,8.0,8.0,12.0,12.0,15.0,15.0,18.0,18.0,16.0,16.0,13.0,13.0,9.0,9.0,9.0,9.0,9.0,9.0,11.0,11.0,21.0,21.0,10.0,10.0,8.0,8.0,10.0,10.0,7.0,7.0,10.0,10.0,10.0,10.0,15.0,15.0
5757,11.0,11.0,10.0,10.0,9.0,9.0,12.0,12.0,8.0,8.0,11.0,11.0,8.0,8.0,8.0,8.0,15.0,15.0,11.0,11.0,13.0,13.0,10.0,10.0,8.0,8.0,9.0,9.0,9.0,9.0,9.0,9.0,13.0,13.0,8.0,8.0,7.0,7.0,10.0,10.0,6.0,6.0,11.0,11.0,8.0,8.0,16.0,16.0
5756,8.0,8.0,7.0,7.0,5.0,5.0,9.0,9.0,6.0,6.0,8.0,8.0,6.0,6.0,6.0,6.0,9.0,9.0,8.0,8.0,10.0,10.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,8.0,8.0,12.0,12.0,6.0,6.0,6.0,6.0,8.0,8.0,5.0,5.0,8.0,8.0,7.0,7.0,9.0,9.0
5755,8.0,8.0,7.0,7.0,5.0,5.0,8.0,8.0,6.0,6.0,7.0,7.0,6.0,6.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,6.0,6.0,6.0,6.0,8.0,8.0,12.0,12.0,6.0,6.0,6.0,6.0,7.0,7.0,5.0,5.0,7.0,7.0,7.0,7.0,8.0,8.0
5754,11.0,11.0,9.0,9.0,6.0,6.0,11.0,11.0,6.0,6.0,7.0,7.0,8.0,8.0,10.0,10.0,9.0,9.0,8.0,8.0,11.0,11.0,10.0,10.0,9.0,9.0,7.0,7.0,8.0,8.0,9.0,9.0,15.0,15.0,7.0,7.0,8.0,8.0,7.0,7.0,7.0,7.0,7.0,7.0,9.0,9.0,11.0,11.0
5759,31.0,31.0,28.0,28.0,23.0,23.0,37.0,37.0,17.0,17.0,27.0,27.0,19.0,19.0,18.0,18.0,39.0,39.0,36.0,36.0,30.0,30.0,24.0,24.0,16.0,16.0,25.0,25.0,24.0,24.0,20.0,20.0,41.0,41.0,25.0,25.0,18.0,18.0,24.0,24.0,18.0,18.0,26.0,26.0,22.0,22.0,34.0,34.0
5199,27.0,27.0,16.0,16.0,12.0,12.0,28.0,28.0,15.0,15.0,19.0,19.0,14.0,14.0,35.0,35.0,27.0,27.0,19.0,19.0,20.0,20.0,30.0,30.0,16.0,16.0,13.0,13.0,12.0,12.0,13.0,13.0,42.0,42.0,15.0,15.0,13.0,13.0,20.0,20.0,13.0,13.0,13.0,13.0,18.0,18.0,30.0,30.0
3445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4609,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,6.0,6.0,5.0,5.0,5.0,5.0,9.0,9.0,8.0,8.0,5.0,5.0,5.0,5.0,7.0,7.0,8.0,8.0,4.0,4.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,11.0,11.0,6.0,6.0
3444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3447,5.0,5.0,4.0,4.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,4.0,6.0,6.0,6.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0
862,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,4.0,4.0,6.0,6.0,4.0,4.0,10.0,10.0,6.0,6.0,3.0,3.0,5.0,5.0,6.0,6.0,5.0,5.0,0.0,0.0,3.0,3.0,4.0,4.0,6.0,6.0,3.0,3.0,0.0,0.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,7.0,7.0
865,6.0,6.0,3.0,3.0,4.0,4.0,5.0,5.0,6.0,6.0,7.0,7.0,5.0,5.0,10.0,10.0,5.0,5.0,3.0,3.0,4.0,4.0,6.0,6.0,6.0,6.0,4.0,4.0,4.0,4.0,0.0,0.0,7.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,5.0,5.0
864,7.0,7.0,4.0,4.0,4.0,4.0,7.0,7.0,6.0,6.0,7.0,7.0,5.0,5.0,13.0,13.0,5.0,5.0,4.0,4.0,4.0,4.0,8.0,8.0,6.0,6.0,4.0,4.0,3.0,3.0,0.0,0.0,8.0,8.0,5.0,5.0,5.0,5.0,6.0,6.0,4.0,4.0,4.0,4.0,6.0,6.0,7.0,7.0
3443,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2756,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2754,5.0,5.0,3.0,3.0,2.0,2.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,4.0
7434,11.0,11.0,8.0,8.0,7.0,7.0,13.0,13.0,6.0,6.0,10.0,10.0,5.0,5.0,10.0,10.0,11.0,11.0,8.0,8.0,11.0,11.0,11.0,11.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,13.0,13.0,8.0,8.0,5.0,5.0,8.0,8.0,6.0,6.0,7.0,7.0,8.0,8.0,12.0,12.0
7435,15.0,15.0,13.0,13.0,11.0,11.0,19.0,19.0,10.0,10.0,16.0,16.0,9.0,9.0,12.0,12.0,15.0,15.0,12.0,12.0,16.0,16.0,13.0,13.0,8.0,8.0,10.0,10.0,10.0,10.0,8.0,8.0,18.0,18.0,11.0,11.0,8.0,8.0,11.0,11.0,8.0,8.0,11.0,11.0,10.0,10.0,19.0,19.0
7436,19.0,19.0,18.0,18.0,17.0,17.0,27.0,27.0,15.0,15.0,22.0,22.0,13.0,13.0,19.0,19.0,21.0,21.0,17.0,17.0,21.0,21.0,17.0,17.0,15.0,15.0,16.0,16.0,15.0,15.0,13.0,13.0,27.0,27.0,22.0,22.0,14.0,14.0,18.0,18.0,13.0,13.0,18.0,18.0,16.0,16.0,23.0,23.0
2755,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,5.0,5.0,0.0,0.0
7430,9.0,9.0,5.0,5.0,4.0,4.0,12.0,12.0,5.0,5.0,6.0,6.0,6.0,6.0,10.0,10.0,9.0,9.0,9.0,9.0,8.0,8.0,10.0,10.0,6.0,6.0,5.0,5.0,4.0,4.0,7.0,7.0,15.0,15.0,4.0,4.0,8.0,8.0,7.0,7.0,4.0,4.0,5.0,5.0,7.0,7.0,10.0,10.0
7431,9.0,9.0,5.0,5.0,4.0,4.0,12.0,12.0,4.0,4.0,6.0,6.0,5.0,5.0,12.0,12.0,8.0,8.0,9.0,9.0,7.0,7.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,14.0,14.0,4.0,4.0,6.0,6.0,7.0,7.0,4.0,4.0,5.0,5.0,6.0,6.0,9.0,9.0
7432,9.0,9.0,4.0,4.0,4.0,4.0,11.0,11.0,4.0,4.0,6.0,6.0,5.0,5.0,12.0,12.0,8.0,8.0,8.0,8.0,7.0,7.0,9.0,9.0,6.0,6.0,5.0,5.0,4.0,4.0,6.0,6.0,13.0,13.0,4.0,4.0,5.0,5.0,7.0,7.0,3.0,3.0,5.0,5.0,6.0,6.0,9.0,9.0
7433,9.0,9.0,4.0,4.0,5.0,5.0,11.0,11.0,5.0,5.0,7.0,7.0,5.0,5.0,11.0,11.0,8.0,8.0,7.0,7.0,8.0,8.0,8.0,8.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,13.0,13.0,4.0,4.0,4.0,4.0,7.0,7.0,4.0,4.0,6.0,6.0,7.0,7.0,9.0,9.0
2752,6.0,6.0,3.0,3.0,0.0,0.0,5.0,5.0,2.0,2.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,3.0,3.0,0.0,0.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0
7438,23.0,23.0,21.0,21.0,22.0,22.0,27.0,27.0,25.0,25.0,24.0,24.0,23.0,23.0,26.0,26.0,23.0,23.0,22.0,22.0,23.0,23.0,26.0,26.0,24.0,24.0,20.0,20.0,20.0,20.0,15.0,15.0,32.0,32.0,26.0,26.0,21.0,21.0,26.0,26.0,21.0,21.0,21.0,21.0,26.0,26.0,24.0,24.0
7439,19.0,19.0,18.0,18.0,19.0,19.0,20.0,20.0,24.0,24.0,19.0,19.0,23.0,23.0,20.0,20.0,15.0,15.0,14.0,14.0,19.0,19.0,21.0,21.0,22.0,22.0,18.0,18.0,16.0,16.0,12.0,12.0,25.0,25.0,22.0,22.0,17.0,17.0,22.0,22.0,19.0,19.0,16.0,16.0,23.0,23.0,19.0,19.0
2753,6.0,6.0,3.0,3.0,3.0,3.0,5.0,5.0,3.0,3.0,4.0,4.0,3.0,3.0,6.0,6.0,5.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,0.0,0.0,6.0,6.0,3.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0
2323,40.0,40.0,19.0,19.0,24.0,24.0,30.0,30.0,32.0,32.0,27.0,27.0,30.0,30.0,53.0,53.0,27.0,27.0,16.0,16.0,20.0,20.0,41.0,41.0,31.0,31.0,20.0,20.0,19.0,19.0,18.0,18.0,35.0,35.0,22.0,22.0,27.0,27.0,31.0,31.0,29.0,29.0,21.0,21.0,32.0,32.0,31.0,31.0
2750,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2322,41.0,41.0,23.0,23.0,28.0,28.0,36.0,36.0,32.0,32.0,34.0,34.0,32.0,32.0,55.0,55.0,39.0,39.0,20.0,20.0,27.0,27.0,39.0,39.0,35.0,35.0,23.0,23.0,21.0,21.0,24.0,24.0,41.0,41.0,32.0,32.0,26.0,26.0,41.0,41.0,26.0,26.0,25.0,25.0,35.0,35.0,38.0,38.0
2023,11.0,11.0,8.0,8.0,8.0,8.0,10.0,10.0,7.0,7.0,11.0,11.0,8.0,8.0,9.0,9.0,10.0,10.0,7.0,7.0,9.0,9.0,7.0,7.0,8.0,8.0,8.0,8.0,8.0,8.0,11.0,11.0,14.0,14.0,8.0,8.0,9.0,9.0,8.0,8.0,6.0,6.0,7.0,7.0,9.0,9.0,7.0,7.0
4604,34.0,34.0,22.0,22.0,20.0,20.0,36.0,36.0,24.0,24.0,32.0,32.0,22.0,22.0,42.0,42.0,39.0,39.0,21.0,21.0,25.0,25.0,32.0,32.0,26.0,26.0,21.0,21.0,21.0,21.0,17.0,17.0,35.0,35.0,23.0,23.0,19.0,19.0,29.0,29.0,21.0,21.0,22.0,22.0,30.0,30.0,32.0,32.0
2321,42.0,42.0,22.0,22.0,27.0,27.0,38.0,38.0,28.0,28.0,34.0,34.0,28.0,28.0,52.0,52.0,40.0,40.0,19.0,19.0,30.0,30.0,40.0,40.0,33.0,33.0,25.0,25.0,21.0,21.0,20.0,20.0,42.0,42.0,35.0,35.0,25.0,25.0,41.0,41.0,24.0,24.0,27.0,27.0,33.0,33.0,43.0,43.0
6675,8.0,8.0,7.0,7.0,6.0,6.0,8.0,8.0,6.0,6.0,8.0,8.0,10.0,10.0,7.0,7.0,8.0,8.0,7.0,7.0,8.0,8.0,9.0,9.0,9.0,9.0,8.0,8.0,9.0,9.0,10.0,10.0,13.0,13.0,6.0,6.0,11.0,11.0,7.0,7.0,6.0,6.0,5.0,5.0,11.0,11.0,7.0,7.0
6674,12.0,12.0,9.0,9.0,8.0,8.0,12.0,12.0,7.0,7.0,11.0,11.0,16.0,16.0,10.0,10.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,14.0,14.0,14.0,14.0,12.0,12.0,18.0,18.0,10.0,10.0,16.0,16.0,12.0,12.0,8.0,8.0,8.0,8.0,14.0,14.0,11.0,11.0
6677,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,0.0,0.0,6.0,6.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,3.0,3.0,6.0,6.0,4.0,4.0
2320,39.0,39.0,20.0,20.0,25.0,25.0,36.0,36.0,25.0,25.0,30.0,30.0,23.0,23.0,45.0,45.0,37.0,37.0,16.0,16.0,28.0,28.0,37.0,37.0,27.0,27.0,22.0,22.0,19.0,19.0,15.0,15.0,41.0,41.0,31.0,31.0,21.0,21.0,35.0,35.0,22.0,22.0,25.0,25.0,27.0,27.0,39.0,39.0
6671,14.0,14.0,13.0,13.0,9.0,9.0,16.0,16.0,6.0,6.0,16.0,16.0,11.0,11.0,10.0,10.0,14.0,14.0,13.0,13.0,15.0,15.0,10.0,10.0,8.0,8.0,14.0,14.0,14.0,14.0,19.0,19.0,18.0,18.0,11.0,11.0,11.0,11.0,13.0,13.0,7.0,7.0,9.0,9.0,11.0,11.0,13.0,13.0
6670,11.0,11.0,8.0,8.0,6.0,6.0,11.0,11.0,6.0,6.0,11.0,11.0,7.0,7.0,9.0,9.0,12.0,12.0,10.0,10.0,10.0,10.0,8.0,8.0,7.0,7.0,9.0,9.0,9.0,9.0,12.0,12.0,15.0,15.0,7.0,7.0,8.0,8.0,10.0,10.0,5.0,5.0,7.0,7.0,10.0,10.0,11.0,11.0
6673,16.0,16.0,13.0,13.0,10.0,10.0,18.0,18.0,7.0,7.0,15.0,15.0,17.0,17.0,12.0,12.0,14.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,12.0,12.0,18.0,18.0,16.0,16.0,18.0,18.0,22.0,22.0,11.0,11.0,18.0,18.0,14.0,14.0,9.0,9.0,9.0,9.0,17.0,17.0,13.0,13.0
6672,16.0,16.0,14.0,14.0,10.0,10.0,19.0,19.0,8.0,8.0,17.0,17.0,15.0,15.0,11.0,11.0,16.0,16.0,18.0,18.0,16.0,16.0,12.0,12.0,12.0,12.0,17.0,17.0,19.0,19.0,21.0,21.0,21.0,21.0,13.0,13.0,15.0,15.0,14.0,14.0,9.0,9.0,10.0,10.0,14.0,14.0,16.0,16.0
2327,5.0,5.0,5.0,5.0,4.0,4.0,6.0,6.0,8.0,8.0,6.0,6.0,5.0,5.0,10.0,10.0,5.0,5.0,3.0,3.0,5.0,5.0,7.0,7.0,7.0,7.0,4.0,4.0,3.0,3.0,6.0,6.0,13.0,13.0,3.0,3.0,8.0,8.0,6.0,6.0,6.0,6.0,5.0,5.0,9.0,9.0,5.0,5.0
6679,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,5.0,6.0,6.0,4.0,4.0,0.0,0.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0
6678,5.0,5.0,3.0,3.0,3.0,3.0,4.0,4.0,3.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,4.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,0.0,0.0,6.0,6.0,4.0,4.0,0.0,0.0,5.0,5.0,3.0,3.0,3.0,3.0,5.0,5.0,5.0,5.0
2326,10.0,10.0,5.0,5.0,7.0,7.0,10.0,10.0,15.0,15.0,9.0,9.0,7.0,7.0,16.0,16.0,6.0,6.0,5.0,5.0,6.0,6.0,11.0,11.0,11.0,11.0,6.0,6.0,6.0,6.0,9.0,9.0,15.0,15.0,4.0,4.0,10.0,10.0,11.0,11.0,8.0,8.0,6.0,6.0,12.0,12.0,6.0,6.0
4701,35.0,35.0,36.0,36.0,27.0,27.0,37.0,37.0,21.0,21.0,25.0,25.0,27.0,27.0,20.0,20.0,36.0,36.0,33.0,33.0,35.0,35.0,23.0,23.0,26.0,26.0,24.0,24.0,20.0,20.0,23.0,23.0,45.0,45.0,29.0,29.0,26.0,26.0,19.0,19.0,22.0,22.0,25.0,25.0,23.0,23.0,29.0,29.0
10173,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0
2324,26.0,26.0,14.0,14.0,18.0,18.0,19.0,19.0,26.0,26.0,19.0,19.0,20.0,20.0,44.0,44.0,19.0,19.0,10.0,10.0,18.0,18.0,36.0,36.0,27.0,27.0,14.0,14.0,12.0,12.0,14.0,14.0,30.0,30.0,18.0,18.0,24.0,24.0,25.0,25.0,26.0,26.0,17.0,17.0,28.0,28.0,23.0,23.0
8285,18.0,18.0,17.0,17.0,16.0,16.0,22.0,22.0,15.0,15.0,16.0,16.0,15.0,15.0,16.0,16.0,20.0,20.0,16.0,16.0,18.0,18.0,15.0,15.0,20.0,20.0,14.0,14.0,14.0,14.0,17.0,17.0,28.0,28.0,24.0,24.0,13.0,13.0,14.0,14.0,13.0,13.0,17.0,17.0,14.0,14.0,19.0,19.0
5197,19.0,19.0,15.0,15.0,9.0,9.0,25.0,25.0,11.0,11.0,15.0,15.0,10.0,10.0,24.0,24.0,22.0,22.0,18.0,18.0,18.0,18.0,23.0,23.0,11.0,11.0,11.0,11.0,9.0,9.0,12.0,12.0,27.0,27.0,11.0,11.0,11.0,11.0,14.0,14.0,10.0,10.0,11.0,11.0,14.0,14.0,26.0,26.0
4708,0.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,3.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,3.0,3.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,5.0,5.0,0.0,0.0
5196,15.0,15.0,13.0,13.0,9.0,9.0,20.0,20.0,11.0,11.0,12.0,12.0,9.0,9.0,18.0,18.0,18.0,18.0,14.0,14.0,15.0,15.0,18.0,18.0,11.0,11.0,10.0,10.0,8.0,8.0,11.0,11.0,21.0,21.0,9.0,9.0,10.0,10.0,13.0,13.0,10.0,10.0,10.0,10.0,13.0,13.0,23.0,23.0
2369,19.0,19.0,14.0,14.0,12.0,12.0,20.0,20.0,13.0,13.0,18.0,18.0,14.0,14.0,19.0,19.0,20.0,20.0,15.0,15.0,19.0,19.0,16.0,16.0,14.0,14.0,13.0,13.0,12.0,12.0,14.0,14.0,24.0,24.0,15.0,15.0,14.0,14.0,16.0,16.0,11.0,11.0,14.0,14.0,16.0,16.0,18.0,18.0
2368,18.0,18.0,14.0,14.0,11.0,11.0,19.0,19.0,12.0,12.0,18.0,18.0,14.0,14.0,17.0,17.0,19.0,19.0,16.0,16.0,20.0,20.0,16.0,16.0,14.0,14.0,13.0,13.0,12.0,12.0,15.0,15.0,22.0,22.0,15.0,15.0,14.0,14.0,16.0,16.0,11.0,11.0,14.0,14.0,15.0,15.0,16.0,16.0
2367,18.0,18.0,15.0,15.0,11.0,11.0,18.0,18.0,11.0,11.0,16.0,16.0,13.0,13.0,16.0,16.0,17.0,17.0,16.0,16.0,20.0,20.0,14.0,14.0,12.0,12.0,14.0,14.0,12.0,12.0,13.0,13.0,20.0,20.0,13.0,13.0,13.0,13.0,15.0,15.0,10.0,10.0,13.0,13.0,15.0,15.0,15.0,15.0
2366,16.0,16.0,14.0,14.0,11.0,11.0,17.0,17.0,9.0,9.0,14.0,14.0,11.0,11.0,14.0,14.0,17.0,17.0,15.0,15.0,19.0,19.0,12.0,12.0,11.0,11.0,13.0,13.0,12.0,12.0,15.0,15.0,21.0,21.0,12.0,12.0,11.0,11.0,13.0,13.0,9.0,9.0,13.0,13.0,13.0,13.0,15.0,15.0
2365,14.0,14.0,12.0,12.0,9.0,9.0,15.0,15.0,8.0,8.0,13.0,13.0,10.0,10.0,11.0,11.0,15.0,15.0,13.0,13.0,16.0,16.0,11.0,11.0,9.0,9.0,12.0,12.0,11.0,11.0,13.0,13.0,18.0,18.0,12.0,12.0,9.0,9.0,11.0,11.0,8.0,8.0,11.0,11.0,12.0,12.0,14.0,14.0
